Time,Carbon dioxide(ppm),Temperature(°C),Relative humidity(%),Atmospheric pressure(hPa)
1/23/2022 12:36:13 AM,"604","17.1","24","995"
1/23/2022 12:38:13 AM,"604","17.0","24","995"
1/23/2022 12:40:13 AM,"628","16.9","24","995"
1/23/2022 12:42:13 AM,"624","16.9","24","995"
1/23/2022 12:44:13 AM,"623","16.9","24","995"
1/23/2022 12:46:13 AM,"633","16.9","24","995"
1/23/2022 12:48:13 AM,"611","16.9","24","995"
1/23/2022 12:50:13 AM,"607","16.9","24","995"
1/23/2022 12:52:13 AM,"611","16.8","24","995"
1/23/2022 12:54:13 AM,"597","16.8","24","995"
1/23/2022 12:56:13 AM,"604","16.8","24","995"
1/23/2022 12:58:13 AM,"613","16.8","24","995"
1/23/2022 1:00:13 AM,"601","16.7","24","995"
1/23/2022 1:02:13 AM,"598","16.7","24","995"
1/23/2022 1:04:13 AM,"612","16.7","24","995"
1/23/2022 1:06:13 AM,"601","16.7","24","995"
1/23/2022 1:08:13 AM,"600","16.7","24","995"
1/23/2022 1:10:13 AM,"601","16.6","24","995"
1/23/2022 1:12:13 AM,"601","16.6","24","995"
1/23/2022 1:14:13 AM,"600","16.6","24","995"
1/23/2022 1:16:13 AM,"606","16.6","24","994"
1/23/2022 1:18:13 AM,"598","16.6","24","994"
1/23/2022 1:20:13 AM,"602","16.5","24","994"
1/23/2022 1:22:13 AM,"605","16.4","24","994"
1/23/2022 1:24:13 AM,"582","16.4","24","994"
1/23/2022 1:26:13 AM,"602","16.4","24","994"
1/23/2022 1:28:13 AM,"596","16.4","24","994"
1/23/2022 1:30:13 AM,"598","16.4","24","994"
1/23/2022 1:32:13 AM,"592","16.4","24","994"
1/23/2022 1:34:13 AM,"587","16.3","24","994"
1/23/2022 1:36:13 AM,"593","16.3","24","994"
1/23/2022 1:38:13 AM,"606","16.3","24","994"
1/23/2022 1:40:13 AM,"593","16.3","24","994"
1/23/2022 1:42:13 AM,"596","16.2","24","994"
1/23/2022 1:44:13 AM,"587","16.2","24","994"
1/23/2022 1:46:13 AM,"593","16.2","24","994"
1/23/2022 1:48:13 AM,"583","16.2","24","994"
1/23/2022 1:50:13 AM,"586","16.2","24","994"
1/23/2022 1:52:13 AM,"583","16.2","24","994"
1/23/2022 1:54:13 AM,"587","16.3","24","994"
1/23/2022 1:56:13 AM,"573","16.2","24","994"
1/23/2022 1:58:13 AM,"586","16.2","24","994"
1/23/2022 2:00:13 AM,"596","16.2","24","994"
1/23/2022 2:02:13 AM,"585","16.1","24","994"
1/23/2022 2:04:13 AM,"588","16.2","24","994"
1/23/2022 2:06:13 AM,"586","16.2","24","994"
1/23/2022 2:08:13 AM,"582","16.1","24","994"
1/23/2022 2:10:13 AM,"578","16.1","24","994"
1/23/2022 2:12:13 AM,"581","16.1","24","994"
1/23/2022 2:14:13 AM,"592","16.1","24","994"
1/23/2022 2:16:13 AM,"596","16.1","24","994"
1/23/2022 2:18:13 AM,"594","16.1","24","994"
1/23/2022 2:20:13 AM,"600","16.1","24","994"
1/23/2022 2:22:13 AM,"585","16.1","24","994"
1/23/2022 2:24:13 AM,"592","16.1","24","994"
1/23/2022 2:26:13 AM,"581","16.1","24","994"
1/23/2022 2:28:13 AM,"589","16.1","24","994"
1/23/2022 2:30:13 AM,"610","16.1","24","994"
1/23/2022 2:32:13 AM,"597","16.0","24","994"
1/23/2022 2:34:13 AM,"590","16.0","24","994"
1/23/2022 2:36:13 AM,"606","16.0","24","994"
1/23/2022 2:38:13 AM,"601","16.0","24","994"
1/23/2022 2:40:13 AM,"587","16.0","24","994"
1/23/2022 2:42:13 AM,"611","16.0","25","994"
1/23/2022 2:44:13 AM,"605","16.0","24","994"
1/23/2022 2:46:13 AM,"600","16.0","25","994"
1/23/2022 2:48:13 AM,"615","16.0","24","994"
1/23/2022 2:50:13 AM,"609","16.0","25","994"
1/23/2022 2:52:13 AM,"612","16.0","25","994"
1/23/2022 2:54:13 AM,"612","16.0","25","993"
1/23/2022 2:56:13 AM,"589","16.0","25","993"
1/23/2022 2:58:13 AM,"594","16.0","24","993"
1/23/2022 3:00:13 AM,"600","16.0","25","993"
1/23/2022 3:02:13 AM,"575","16.0","25","993"
1/23/2022 3:04:13 AM,"588","15.9","24","993"
1/23/2022 3:06:13 AM,"586","15.9","25","993"
1/23/2022 3:08:13 AM,"585","15.9","25","993"
1/23/2022 3:10:13 AM,"617","15.9","25","993"
1/23/2022 3:12:13 AM,"608","15.9","25","993"
1/23/2022 3:14:13 AM,"605","15.9","25","993"
1/23/2022 3:16:13 AM,"608","16.0","25","993"
1/23/2022 3:18:13 AM,"605","16.0","25","993"
1/23/2022 3:20:13 AM,"615","16.0","25","993"
1/23/2022 3:22:13 AM,"607","15.9","25","993"
1/23/2022 3:24:13 AM,"615","15.9","25","993"
1/23/2022 3:26:13 AM,"607","15.9","25","993"
1/23/2022 3:28:13 AM,"598","15.9","25","993"
1/23/2022 3:30:13 AM,"612","15.9","25","993"
1/23/2022 3:32:13 AM,"598","15.9","25","993"
1/23/2022 3:34:13 AM,"599","15.9","25","993"
1/23/2022 3:36:13 AM,"585","15.9","25","993"
1/23/2022 3:38:13 AM,"579","15.9","25","993"
1/23/2022 3:40:13 AM,"570","15.9","25","993"
1/23/2022 3:42:13 AM,"577","15.9","25","993"
1/23/2022 3:44:13 AM,"565","15.8","25","993"
1/23/2022 3:46:13 AM,"571","15.8","25","993"
1/23/2022 3:48:13 AM,"571","15.8","25","993"
1/23/2022 3:50:13 AM,"562","15.7","25","993"
1/23/2022 3:52:13 AM,"569","15.7","25","993"
1/23/2022 3:54:13 AM,"567","15.7","25","993"
1/23/2022 3:56:13 AM,"555","15.7","25","993"
1/23/2022 3:58:13 AM,"557","15.7","25","993"
1/23/2022 4:00:13 AM,"551","15.7","25","993"
1/23/2022 4:02:13 AM,"540","15.7","24","993"
1/23/2022 4:04:13 AM,"540","15.7","25","993"
1/23/2022 4:06:13 AM,"551","15.7","25","992"
1/23/2022 4:08:13 AM,"538","15.7","25","992"
1/23/2022 4:10:13 AM,"539","15.7","25","992"
1/23/2022 4:12:13 AM,"541","15.7","24","992"
1/23/2022 4:14:13 AM,"539","15.6","25","992"
1/23/2022 4:16:13 AM,"537","15.6","25","992"
1/23/2022 4:18:13 AM,"525","15.6","25","992"
1/23/2022 4:20:13 AM,"525","15.6","25","992"
1/23/2022 4:22:13 AM,"516","15.6","25","992"
1/23/2022 4:24:13 AM,"516","15.6","25","992"
1/23/2022 4:26:13 AM,"534","15.7","24","992"
1/23/2022 4:28:13 AM,"521","15.7","24","992"
1/23/2022 4:30:13 AM,"517","15.6","25","992"
1/23/2022 4:32:13 AM,"525","15.6","25","992"
1/23/2022 4:34:13 AM,"528","15.6","25","992"
1/23/2022 4:36:13 AM,"516","15.6","24","992"
1/23/2022 4:38:13 AM,"514","15.6","24","992"
1/23/2022 4:40:13 AM,"514","15.5","25","992"
1/23/2022 4:42:13 AM,"517","15.5","25","992"
1/23/2022 4:44:13 AM,"520","15.6","25","992"
1/23/2022 4:46:13 AM,"513","15.6","25","992"
1/23/2022 4:48:13 AM,"508","15.6","25","992"
1/23/2022 4:50:13 AM,"505","15.6","25","992"
1/23/2022 4:52:13 AM,"513","15.6","25","992"
1/23/2022 4:54:13 AM,"508","15.6","25","992"
1/23/2022 4:56:13 AM,"508","15.5","25","992"
1/23/2022 4:58:13 AM,"516","15.5","25","992"
1/23/2022 5:00:13 AM,"523","15.5","25","992"
1/23/2022 5:02:13 AM,"506","15.5","25","992"
1/23/2022 5:04:13 AM,"496","15.5","25","992"
1/23/2022 5:06:13 AM,"507","15.6","25","992"
1/23/2022 5:08:13 AM,"499","15.6","25","992"
1/23/2022 5:10:13 AM,"501","15.6","25","992"
1/23/2022 5:12:13 AM,"497","15.6","25","992"
1/23/2022 5:14:13 AM,"506","15.5","25","992"
1/23/2022 5:16:13 AM,"500","15.5","25","992"
1/23/2022 5:18:13 AM,"502","15.5","25","992"
1/23/2022 5:20:13 AM,"504","15.5","25","992"
1/23/2022 5:22:13 AM,"501","15.5","25","992"
1/23/2022 5:24:13 AM,"492","15.5","25","992"
1/23/2022 5:26:13 AM,"506","15.5","25","992"
1/23/2022 5:28:13 AM,"498","15.6","25","992"
1/23/2022 5:30:13 AM,"501","15.6","25","992"
1/23/2022 5:32:13 AM,"492","15.7","25","992"
1/23/2022 5:34:13 AM,"490","15.7","25","992"
1/23/2022 5:36:13 AM,"496","15.8","25","992"
1/23/2022 5:38:13 AM,"506","15.9","25","992"
1/23/2022 5:40:13 AM,"509","15.9","25","992"
1/23/2022 5:42:13 AM,"510","16.0","25","992"
1/23/2022 5:44:13 AM,"504","16.0","25","992"
1/23/2022 5:46:13 AM,"495","16.1","24","992"
1/23/2022 5:48:13 AM,"501","16.1","25","992"
1/23/2022 5:50:13 AM,"495","16.1","25","992"
1/23/2022 5:52:13 AM,"494","16.2","25","992"
1/23/2022 5:54:13 AM,"510","16.2","25","992"
1/23/2022 5:56:13 AM,"503","16.3","24","992"
1/23/2022 5:58:13 AM,"505","16.3","25","992"
1/23/2022 6:00:13 AM,"497","16.4","24","992"
1/23/2022 6:02:13 AM,"507","16.4","25","992"
1/23/2022 6:04:13 AM,"510","16.5","24","992"
1/23/2022 6:06:13 AM,"512","16.6","24","992"
1/23/2022 6:08:13 AM,"509","16.6","24","992"
1/23/2022 6:10:13 AM,"504","16.7","24","992"
1/23/2022 6:12:13 AM,"499","16.7","24","992"
1/23/2022 6:14:13 AM,"515","16.8","24","992"
1/23/2022 6:16:13 AM,"502","16.8","24","992"
1/23/2022 6:18:13 AM,"506","16.9","24","992"
1/23/2022 6:20:13 AM,"503","16.9","24","992"
1/23/2022 6:22:13 AM,"494","16.9","24","992"
1/23/2022 6:24:13 AM,"508","17.0","24","992"
1/23/2022 6:26:13 AM,"521","17.1","24","992"
1/23/2022 6:28:13 AM,"505","17.1","24","992"
1/23/2022 6:30:13 AM,"513","17.1","24","992"
1/23/2022 6:32:13 AM,"523","17.2","24","992"
1/23/2022 6:34:13 AM,"509","17.2","24","992"
1/23/2022 6:36:13 AM,"505","17.3","24","992"
1/23/2022 6:38:13 AM,"513","17.3","24","992"
1/23/2022 6:40:13 AM,"506","17.4","24","992"
1/23/2022 6:42:13 AM,"504","17.4","24","992"
1/23/2022 6:44:13 AM,"514","17.4","24","992"
1/23/2022 6:46:13 AM,"507","17.5","24","992"
1/23/2022 6:48:13 AM,"513","17.6","24","992"
1/23/2022 6:50:13 AM,"517","17.6","24","992"
1/23/2022 6:52:13 AM,"509","17.6","24","992"
1/23/2022 6:54:13 AM,"508","17.7","24","992"
1/23/2022 6:56:13 AM,"513","17.7","24","992"
1/23/2022 6:58:13 AM,"516","17.8","24","992"
1/23/2022 7:00:13 AM,"531","17.8","24","992"
1/23/2022 7:02:13 AM,"524","17.7","24","992"
1/23/2022 7:04:13 AM,"525","17.7","24","992"
1/23/2022 7:06:13 AM,"518","17.7","24","992"
1/23/2022 7:08:13 AM,"512","17.7","24","992"
1/23/2022 7:10:13 AM,"535","17.7","24","992"
1/23/2022 7:12:13 AM,"521","17.8","24","992"
1/23/2022 7:14:13 AM,"529","17.9","24","992"
1/23/2022 7:16:13 AM,"518","17.9","24","992"
1/23/2022 7:18:13 AM,"522","17.9","24","992"
1/23/2022 7:20:13 AM,"512","17.9","24","992"
1/23/2022 7:22:13 AM,"522","17.9","24","992"
1/23/2022 7:24:13 AM,"520","17.8","24","992"
1/23/2022 7:26:13 AM,"517","17.9","24","992"
1/23/2022 7:28:13 AM,"520","17.8","24","992"
1/23/2022 7:30:13 AM,"509","17.9","24","992"
1/23/2022 7:32:13 AM,"514","17.9","24","992"
1/23/2022 7:34:13 AM,"513","17.9","24","992"
1/23/2022 7:36:13 AM,"519","18.0","24","992"
1/23/2022 7:38:13 AM,"507","18.0","24","992"
1/23/2022 7:40:13 AM,"499","17.9","24","992"
1/23/2022 7:42:13 AM,"510","17.9","24","992"
1/23/2022 7:44:13 AM,"529","17.9","24","992"
1/23/2022 7:46:13 AM,"501","17.9","24","992"
1/23/2022 7:48:13 AM,"505","17.9","24","991"
1/23/2022 7:50:13 AM,"510","18.0","24","991"
1/23/2022 7:52:13 AM,"512","18.0","24","991"
1/23/2022 7:54:13 AM,"520","18.1","24","991"
1/23/2022 7:56:13 AM,"507","18.1","24","991"
1/23/2022 7:58:13 AM,"522","18.0","24","991"
1/23/2022 8:00:13 AM,"517","18.0","24","991"
1/23/2022 8:02:13 AM,"519","17.9","24","991"
1/23/2022 8:04:13 AM,"514","17.9","24","991"
1/23/2022 8:06:13 AM,"533","18.0","24","991"
1/23/2022 8:08:13 AM,"524","18.0","24","991"
1/23/2022 8:10:13 AM,"529","18.1","24","991"
1/23/2022 8:12:13 AM,"530","18.1","24","991"
1/23/2022 8:14:13 AM,"522","18.1","24","991"
1/23/2022 8:16:13 AM,"534","18.1","24","991"
1/23/2022 8:18:13 AM,"552","18.0","24","991"
1/23/2022 8:20:13 AM,"537","17.9","24","991"
1/23/2022 8:22:13 AM,"525","18.0","24","991"
1/23/2022 8:24:13 AM,"532","18.0","24","991"
1/23/2022 8:26:13 AM,"546","18.1","24","991"
1/23/2022 8:28:13 AM,"535","18.1","24","991"
1/23/2022 8:30:13 AM,"538","18.1","24","991"
1/23/2022 8:32:13 AM,"540","18.1","24","991"
1/23/2022 8:34:13 AM,"555","18.1","24","992"
1/23/2022 8:36:13 AM,"542","18.1","24","992"
1/23/2022 8:38:13 AM,"551","18.1","24","992"
1/23/2022 8:40:13 AM,"557","18.1","24","992"
1/23/2022 8:42:13 AM,"569","18.1","24","992"
1/23/2022 8:44:13 AM,"574","18.2","24","992"
1/23/2022 8:46:13 AM,"566","18.2","24","992"
1/23/2022 8:48:13 AM,"580","18.2","24","992"
1/23/2022 8:50:13 AM,"583","18.1","24","992"
1/23/2022 8:52:13 AM,"596","18.1","24","992"
1/23/2022 8:54:13 AM,"593","18.1","24","992"
1/23/2022 8:56:13 AM,"600","18.1","24","992"
1/23/2022 8:58:13 AM,"601","18.1","24","992"
1/23/2022 9:00:13 AM,"608","18.2","24","992"
1/23/2022 9:02:13 AM,"594","18.2","24","992"
1/23/2022 9:04:13 AM,"601","18.2","24","992"
1/23/2022 9:06:13 AM,"621","18.2","24","992"
1/23/2022 9:08:13 AM,"609","18.2","24","992"
1/23/2022 9:10:13 AM,"607","18.2","25","992"
1/23/2022 9:12:13 AM,"623","18.2","25","992"
1/23/2022 9:14:13 AM,"617","18.2","25","992"
1/23/2022 9:16:13 AM,"610","18.3","24","992"
1/23/2022 9:18:13 AM,"627","18.3","24","992"
1/23/2022 9:20:13 AM,"620","18.2","24","992"
1/23/2022 9:22:13 AM,"619","18.2","25","992"
1/23/2022 9:24:13 AM,"607","18.2","25","992"
1/23/2022 9:26:13 AM,"616","18.2","25","991"
1/23/2022 9:28:13 AM,"615","18.2","25","991"
1/23/2022 9:30:13 AM,"604","18.3","25","991"
1/23/2022 9:32:13 AM,"624","18.3","25","991"
1/23/2022 9:34:13 AM,"619","18.3","25","991"
1/23/2022 9:36:13 AM,"627","18.3","25","991"
1/23/2022 9:38:13 AM,"620","18.3","25","992"
1/23/2022 9:40:13 AM,"628","18.3","25","991"
1/23/2022 9:42:13 AM,"620","18.2","25","991"
1/23/2022 9:44:13 AM,"603","18.3","25","992"
1/23/2022 9:46:13 AM,"618","18.3","25","991"
1/23/2022 9:48:13 AM,"600","18.4","25","991"
1/23/2022 9:50:13 AM,"600","18.4","25","991"
1/23/2022 9:52:13 AM,"601","18.4","25","991"
1/23/2022 9:54:13 AM,"608","18.4","25","991"
1/23/2022 9:56:13 AM,"602","18.3","25","991"
1/23/2022 9:58:13 AM,"616","18.3","25","991"
1/23/2022 10:00:13 AM,"609","18.3","25","992"
1/23/2022 10:02:13 AM,"614","18.3","25","991"
1/23/2022 10:04:13 AM,"605","18.4","25","991"
1/23/2022 10:06:13 AM,"605","18.4","25","991"
1/23/2022 10:08:13 AM,"623","18.4","25","992"
1/23/2022 10:10:13 AM,"604","18.4","25","992"
1/23/2022 10:12:13 AM,"600","18.4","25","992"
1/23/2022 10:14:13 AM,"609","18.4","25","992"
1/23/2022 10:16:13 AM,"634","18.4","26","992"
1/23/2022 10:18:13 AM,"651","18.4","26","992"
1/23/2022 10:20:13 AM,"658","18.5","27","992"
1/23/2022 10:22:13 AM,"674","18.6","26","992"
1/23/2022 10:24:13 AM,"661","18.5","26","992"
1/23/2022 10:26:13 AM,"668","18.5","26","992"
1/23/2022 10:28:13 AM,"668","18.4","26","992"
1/23/2022 10:30:13 AM,"677","18.4","27","992"
1/23/2022 10:32:13 AM,"728","18.4","28","992"
1/23/2022 10:34:13 AM,"754","18.4","29","992"
1/23/2022 10:36:13 AM,"763","18.6","29","992"
1/23/2022 10:38:13 AM,"753","18.6","28","992"
1/23/2022 10:40:13 AM,"758","18.6","28","992"
1/23/2022 10:42:13 AM,"754","18.6","28","992"
1/23/2022 10:44:13 AM,"755","18.5","28","992"
1/23/2022 10:46:13 AM,"763","18.5","28","992"
1/23/2022 10:48:13 AM,"755","18.4","29","992"
1/23/2022 10:50:13 AM,"761","18.5","29","992"
1/23/2022 10:52:13 AM,"790","18.6","29","992"
1/23/2022 10:54:13 AM,"756","18.7","29","992"
1/23/2022 10:56:13 AM,"770","18.7","29","992"
1/23/2022 10:58:13 AM,"753","18.6","28","992"
1/23/2022 11:00:13 AM,"764","18.6","28","992"
1/23/2022 11:02:13 AM,"777","18.5","29","992"
1/23/2022 11:04:13 AM,"789","18.5","29","992"
1/23/2022 11:06:13 AM,"815","18.5","29","992"
1/23/2022 11:08:13 AM,"821","18.6","29","992"
1/23/2022 11:10:13 AM,"800","18.7","29","992"
1/23/2022 11:12:13 AM,"804","18.7","29","992"
1/23/2022 11:14:13 AM,"803","18.7","29","992"
1/23/2022 11:16:13 AM,"795","18.7","29","992"
1/23/2022 11:18:13 AM,"806","18.6","29","992"
1/23/2022 11:20:13 AM,"809","18.6","29","992"
1/23/2022 11:22:13 AM,"789","18.5","29","992"
1/23/2022 11:24:13 AM,"781","18.6","29","992"
1/23/2022 11:26:13 AM,"778","18.6","28","992"
1/23/2022 11:28:13 AM,"748","18.7","28","992"
1/23/2022 11:30:13 AM,"785","18.7","28","992"
1/23/2022 11:32:13 AM,"753","18.7","28","992"
1/23/2022 11:34:13 AM,"771","18.7","28","992"
1/23/2022 11:36:13 AM,"768","18.7","28","992"
1/23/2022 11:38:13 AM,"784","18.7","28","992"
1/23/2022 11:40:13 AM,"788","18.6","28","992"
1/23/2022 11:42:13 AM,"794","18.7","28","992"
1/23/2022 11:44:13 AM,"768","18.7","28","992"
1/23/2022 11:46:13 AM,"762","18.8","27","992"
1/23/2022 11:48:13 AM,"758","18.8","27","992"
1/23/2022 11:50:13 AM,"752","18.8","27","992"
1/23/2022 11:52:13 AM,"752","18.8","27","992"
1/23/2022 11:54:13 AM,"738","18.7","27","992"
1/23/2022 11:56:13 AM,"726","18.7","27","992"
1/23/2022 11:58:13 AM,"738","18.7","27","992"
1/23/2022 12:00:13 PM,"718","18.7","27","992"
1/23/2022 12:02:13 PM,"693","18.8","27","992"
1/23/2022 12:04:13 PM,"690","18.8","26","991"
1/23/2022 12:06:13 PM,"685","18.8","26","991"
1/23/2022 12:08:13 PM,"665","18.8","26","992"
1/23/2022 12:10:13 PM,"675","18.8","26","991"
1/23/2022 12:12:13 PM,"688","18.8","26","991"
1/23/2022 12:14:13 PM,"696","18.7","26","991"
1/23/2022 12:16:13 PM,"700","18.7","26","991"
1/23/2022 12:18:13 PM,"671","18.8","26","991"
1/23/2022 12:20:13 PM,"682","18.8","26","991"
1/23/2022 12:22:13 PM,"680","18.9","26","991"
1/23/2022 12:24:13 PM,"670","18.9","26","991"
1/23/2022 12:26:13 PM,"672","18.8","26","991"
1/23/2022 12:28:13 PM,"674","18.8","26","991"
1/23/2022 12:30:13 PM,"665","18.8","26","991"
1/23/2022 12:32:13 PM,"684","18.7","26","991"
1/23/2022 12:34:13 PM,"665","18.8","26","991"
1/23/2022 12:36:13 PM,"671","18.8","26","991"
1/23/2022 12:38:13 PM,"651","18.8","26","991"
1/23/2022 12:40:13 PM,"663","18.8","26","991"
1/23/2022 12:42:13 PM,"657","18.8","26","991"
1/23/2022 12:44:13 PM,"672","18.8","26","991"
1/23/2022 12:46:13 PM,"650","18.8","26","991"
1/23/2022 12:48:13 PM,"641","18.8","26","991"
1/23/2022 12:50:13 PM,"640","18.8","26","991"
1/23/2022 12:52:13 PM,"632","18.8","26","991"
1/23/2022 12:54:13 PM,"626","18.8","26","991"
1/23/2022 12:56:13 PM,"619","18.8","26","991"
1/23/2022 12:58:13 PM,"627","18.8","26","991"
1/23/2022 1:00:13 PM,"650","18.8","26","991"
1/23/2022 1:02:13 PM,"651","18.8","26","991"
1/23/2022 1:04:13 PM,"643","18.7","26","991"
1/23/2022 1:06:13 PM,"652","18.7","26","991"
1/23/2022 1:08:13 PM,"636","18.8","26","991"
1/23/2022 1:10:13 PM,"622","18.8","26","991"
1/23/2022 1:12:13 PM,"624","18.8","26","991"
1/23/2022 1:14:13 PM,"632","18.8","26","991"
1/23/2022 1:16:13 PM,"614","18.8","26","991"
1/23/2022 1:18:13 PM,"621","18.7","26","991"
1/23/2022 1:20:13 PM,"618","18.7","26","991"
1/23/2022 1:22:13 PM,"621","18.7","26","991"
1/23/2022 1:24:13 PM,"615","18.7","26","991"
1/23/2022 1:26:13 PM,"610","18.7","25","991"
1/23/2022 1:28:13 PM,"604","18.8","25","991"
1/23/2022 1:30:13 PM,"605","18.8","25","991"
1/23/2022 1:32:13 PM,"626","18.8","25","991"
1/23/2022 1:34:13 PM,"619","18.8","25","991"
1/23/2022 1:36:13 PM,"622","18.7","25","991"
1/23/2022 1:38:13 PM,"617","18.7","26","991"
1/23/2022 1:40:13 PM,"618","18.7","26","991"
1/23/2022 1:42:13 PM,"617","18.7","26","991"
1/23/2022 1:44:13 PM,"619","18.7","25","991"
1/23/2022 1:46:13 PM,"611","18.8","25","991"
1/23/2022 1:48:13 PM,"615","18.8","25","991"
1/23/2022 1:50:13 PM,"611","18.7","25","991"
1/23/2022 1:52:13 PM,"625","18.7","25","991"
1/23/2022 1:54:13 PM,"614","18.7","26","991"
1/23/2022 1:56:13 PM,"639","18.6","26","991"
1/23/2022 1:58:13 PM,"635","18.7","26","991"
1/23/2022 2:00:13 PM,"638","18.7","26","991"
1/23/2022 2:02:13 PM,"647","18.7","26","991"
1/23/2022 2:04:13 PM,"645","18.8","26","991"
1/23/2022 2:06:13 PM,"657","18.8","26","991"
1/23/2022 2:08:13 PM,"670","18.7","26","991"
1/23/2022 2:10:13 PM,"673","18.7","26","991"
1/23/2022 2:12:13 PM,"690","18.6","26","991"
1/23/2022 2:14:13 PM,"702","18.6","26","991"
1/23/2022 2:16:13 PM,"707","18.6","26","991"
1/23/2022 2:18:13 PM,"680","18.7","26","991"
1/23/2022 2:20:13 PM,"701","18.7","26","991"
1/23/2022 2:22:13 PM,"696","18.8","25","991"
1/23/2022 2:24:13 PM,"668","18.8","25","991"
1/23/2022 2:26:13 PM,"701","18.7","25","991"
1/23/2022 2:28:13 PM,"712","18.7","25","991"
1/23/2022 2:30:13 PM,"703","18.7","25","991"
1/23/2022 2:32:13 PM,"697","18.6","25","991"
1/23/2022 2:34:13 PM,"697","18.6","25","991"
1/23/2022 2:36:13 PM,"698","18.6","25","991"
1/23/2022 2:38:13 PM,"689","18.7","25","991"
1/23/2022 2:40:13 PM,"683","18.7","25","991"
1/23/2022 2:42:13 PM,"696","18.8","25","991"
1/23/2022 2:44:13 PM,"702","18.7","25","991"
1/23/2022 2:46:13 PM,"713","18.7","26","991"
1/23/2022 2:48:13 PM,"728","18.7","26","991"
1/23/2022 2:50:13 PM,"752","18.6","26","991"
1/23/2022 2:52:13 PM,"744","18.6","26","991"
1/23/2022 2:54:13 PM,"721","18.6","26","991"
1/23/2022 2:56:13 PM,"713","18.7","25","991"
1/23/2022 2:58:13 PM,"692","18.8","25","991"
1/23/2022 3:00:13 PM,"673","18.8","25","991"
1/23/2022 3:02:13 PM,"688","18.8","25","991"
1/23/2022 3:04:13 PM,"678","18.8","25","991"
1/23/2022 3:06:13 PM,"691","18.7","25","991"
1/23/2022 3:08:13 PM,"683","18.7","25","991"
1/23/2022 3:10:13 PM,"691","18.7","25","991"
1/23/2022 3:12:13 PM,"658","18.7","25","991"
1/23/2022 3:14:13 PM,"641","18.7","25","991"
1/23/2022 3:16:13 PM,"644","18.7","25","991"
1/23/2022 3:18:13 PM,"630","18.8","25","991"
1/23/2022 3:20:13 PM,"618","18.9","25","991"
1/23/2022 3:22:13 PM,"629","18.9","25","991"
1/23/2022 3:24:13 PM,"611","18.8","25","991"
1/23/2022 3:26:13 PM,"611","18.8","25","991"
1/23/2022 3:28:13 PM,"626","18.8","25","992"
1/23/2022 3:30:13 PM,"611","18.7","25","992"
1/23/2022 3:32:13 PM,"609","18.7","25","992"
1/23/2022 3:34:13 PM,"590","18.7","25","992"
1/23/2022 3:36:13 PM,"590","18.8","24","992"
1/23/2022 3:38:13 PM,"584","18.8","24","992"
1/23/2022 3:40:13 PM,"586","18.9","24","992"
1/23/2022 3:42:13 PM,"577","18.9","24","992"
1/23/2022 3:44:13 PM,"574","18.9","24","992"
1/23/2022 3:46:13 PM,"574","18.8","24","992"
1/23/2022 3:48:13 PM,"576","18.8","24","992"
1/23/2022 3:50:13 PM,"592","18.8","24","992"
1/23/2022 3:52:13 PM,"570","18.8","24","992"
1/23/2022 3:54:13 PM,"569","18.8","24","992"
1/23/2022 3:56:13 PM,"559","18.8","24","992"
1/23/2022 3:58:13 PM,"569","18.9","24","992"
1/23/2022 4:00:13 PM,"555","18.9","24","992"
1/23/2022 4:02:13 PM,"545","18.9","24","992"
1/23/2022 4:04:13 PM,"544","18.8","24","992"
1/23/2022 4:06:13 PM,"547","18.8","24","992"
1/23/2022 4:08:13 PM,"556","18.8","24","992"
1/23/2022 4:10:13 PM,"549","18.8","24","992"
1/23/2022 4:12:13 PM,"552","18.8","24","992"
1/23/2022 4:14:13 PM,"520","18.8","23","992"
1/23/2022 4:16:13 PM,"524","18.9","24","992"
1/23/2022 4:18:13 PM,"525","18.9","24","992"
1/23/2022 4:20:13 PM,"530","18.9","24","992"
1/23/2022 4:22:13 PM,"533","18.8","24","992"
1/23/2022 4:24:13 PM,"540","18.8","24","992"
1/23/2022 4:26:13 PM,"526","18.8","24","992"
1/23/2022 4:28:13 PM,"524","18.8","23","992"
1/23/2022 4:30:13 PM,"530","18.8","23","992"
1/23/2022 4:32:13 PM,"518","18.9","23","992"
1/23/2022 4:34:13 PM,"519","18.9","23","992"
1/23/2022 4:36:13 PM,"514","18.9","23","992"
1/23/2022 4:38:13 PM,"522","18.9","23","992"
1/23/2022 4:40:13 PM,"525","18.8","23","992"
1/23/2022 4:42:13 PM,"523","18.8","23","992"
1/23/2022 4:44:13 PM,"515","18.8","23","992"
1/23/2022 4:46:13 PM,"515","18.8","23","992"
1/23/2022 4:48:13 PM,"524","18.8","23","992"
1/23/2022 4:50:13 PM,"511","18.9","23","992"
1/23/2022 4:52:13 PM,"520","18.9","23","992"
1/23/2022 4:54:13 PM,"509","18.9","23","992"
1/23/2022 4:56:13 PM,"511","18.9","23","992"
1/23/2022 4:58:13 PM,"505","18.9","23","992"
1/23/2022 5:00:13 PM,"514","18.8","23","992"
1/23/2022 5:02:13 PM,"492","18.8","23","992"
1/23/2022 5:04:13 PM,"511","18.8","23","992"
1/23/2022 5:06:13 PM,"493","18.8","23","992"
1/23/2022 5:08:13 PM,"499","18.8","23","992"
1/23/2022 5:10:13 PM,"498","18.9","23","993"
